School Yr,Location,District ID,District Name,School ID,School Name,School Type,Grade Band,Virtual Status,Governance,ADM,Total Expenditures,Per Pupil Exp,Fed Per Pupil Exp,State/Local Per Pupil Exp,Direct Classroom Expenditures,Classroom Support,Building Support,Central Support,Other Expenditures,ESD Direct Support,School Expenditures,District Expenditures,General Fund,Special State and Local Revenue Funds,Special Federal Revenue Funds,Special Revenue Funds,Trust and Agency Funds,Internal Service Funds,Enterprise Funds,ESD General Fund,ESD Special Revenue Funds,ESD Internal
23-24,Forest Grove SD 15-Dilley Elementary School,2241,Forest Grove SD 15,1129,Dilley Elementary School,Regular,Elementary,Not Virtual,Public,195.47,3568038.3903281325,18253.63682574376,748.3961327939546,17505.240692949807,1923200.7524450806,871287.1477109195,590671.3581342115,78531.42155136917,104347.71048655186,52305.042771194625,2519821.84,995911.5075569381,3087065.19413268,145584.93514452284,146288.99207723432,118777.18839635233,14284.25697550534,3257.1333653489723,475.64746529415345,52305.042771194625,0,0
23-24,Forest Grove SD 15-Echo Shaw Elementary School,2241,Forest Grove SD 15,1130,Echo Shaw Elementary School,Regular,Elementary,Not Virtual,Public,395.3669306930693,7800635.192973403,19730.11546337238,1123.8821112787384,18606.233352093644,4927469.225586591,1342910.6272046962,1160355.2986327964,158841.39306148456,211058.64848783452,105794.67038531197,5680462.48,2014378.0425880908,5857542.926505059,1111442.8033613218,444345.8207971214,245066.8532485877,28892.01840505761,6588.033056305371,962.0672146379887,105794.67038531197,0,0
23-24,Forest Grove SD 15-Harvey Clarke Elementary School,2241,Forest Grove SD 15,1132,Harvey Clarke Elementary School,Regular,Elementary,Not Virtual,Public,405.04,7496480.536440921,18508.00053436925,837.1965957672138,17670.803938602035,4376651.737859801,1505324.9615364547,1235553.8005140484,162727.6154149822,216222.42111563394,108383.04867265908,5324435.56,2063661.927768262,6247490.063416896,514288.67485566856,339098.1091495523,249886.92676860158,29598.892133619902,6749.216239325461,985.6052045978612,108383.04867265908,0,0
23-24,Forest Grove SD 15-Joseph Gale Elementary School,2241,Forest Grove SD 15,1133,Joseph Gale Elementary School,Regular,Elementary,Not Virtual,Public,388.29,8301906.028044255,21380.684612130764,1585.4258960941556,19795.25871603661,5272727.571991612,1528050.1135988792,1136609.113130061,155998.18731355775,208521.0420101459,103900.9825427286,6219683.67,1978321.375501527,6432692.59392837,876212.928118723,615605.0211943997,237704.68484688003,28374.861313853624,6470.1095535445465,944.8465457567239,103900.9825427286,0,0
23-24,Forest Grove SD 15-Forest Grove High School,2241,Forest Grove SD 15,1134,Forest Grove High School,Regular,High School,Supplemental Virtual,Public,1843.64,35860348.274228565,19450.840876867805,804.6695223316334,18646.17135453617,19125816.430634618,8273227.068521306,6728755.9234755095,742017.054024486,990531.797572653,493332.32237522514,25973746.95,9393269.001853345,26484492.544622574,5453681.334752382,1483520.9181514927,1151793.6491320971,134726.69734650158,30720.73135361938,628080.0764946791,493332.32237522514,0,0
23-24,Forest Grove SD 15-Fern Hill Elementary School,2241,Forest Grove SD 15,3986,Fern Hill Elementary School,Regular,Elementary,Not Virtual,Public,262.36,5056832.104032787,19274.40198213442,1823.9218908538185,17450.480091280602,3103530.4627031838,855836.4145553631,849175.6704455505,105404.94069789337,142884.61563079627,70203.87282677967,3649914.96,1336713.2712060076,3803981.933755819,517024.89796448057,478524.1472844078,162914.76875718523,19172.341843216764,4371.72716904362,638.4144318543721,70203.87282677967,0,0
23-24,Forest Grove SD 15-Forest Grove Community School,2241,Forest Grove SD 15,4595,Forest Grove Community School,Charter,Elementary,Not Virtual,Public,200.36277227722772,1074454.2588152497,5362.544381890482,596.423758516572,4766.12062337391,113921.1988705474,261555.21293397946,511521.1023093823,80497.12658159285,106959.61811974767,53614.280317775236,0,1020839.9784974745,650064.8671493465,111063.13898314936,119501.11770838416,121742.83581450343,14641.803486635175,3338.662049204361,487.5533062514608,53614.280317775236,0,0
23-24,Forest Grove SD 15-Tuality Plains High School,2241,Forest Grove SD 15,5850,Tuality Plains High School,Alternative,High School,Supplemental Virtual,Public,150.2,805454.1661599504,5362.544381890482,596.423758516572,4766.12062337391,85399.91674042618,196072.3169088868,383456.81033283146,60343.88661695221,80181.23556085378,40191.42284868999,0,765262.7433112605,487314.7937418967,83257.39999338686,89582.8485291891,91263.33066522802,10976.085321128057,2502.795474883182,365.4895855485846,40191.42284868999,0,0
23-24,Tigard-Tualatin SD 23J-Bridgeport Elementary School,2242,Tigard-Tualatin SD 23J,1135,Bridgeport Elementary School,Regular,Elementary,Not Virtual,Public,485.7,10168841.835230999,20936.466615670164,934.582855332357,20001.88376033781,6223020.5202193875,2180694.817311847,1356971.8904976677,331487.0486455933,76667.55855650314,224463.78761142847,7875184.6,2069193.44761957,8117666.392339522,1144807.1990371775,453926.8928349258,216796.86025518112,0,11180.7031527639,0,224463.78761142847,0,0
23-24,Tigard-Tualatin SD 23J-Charles F Tigard Elementary School,2242,Tigard-Tualatin SD 23J,1136,Charles F Tigard Elementary School,Regular,Elementary,Not Virtual,Public,458.71,8890055.05077787,19380.55645348449,775.1269203769177,18605.42953310757,5554284.554744771,1680087.7486415838,1273901.0131957692,311522.8652452544,70258.86895049115,211990.4962224384,6723854.7,1954209.854555431,7221269.001827387,906596.1542572445,355558.46964609594,184081.5293122383,0,10559.39951246516,0,211990.4962224384,0,0
23-24,Tigard-Tualatin SD 23J-Mary Woodward Elementary School,2242,Tigard-Tualatin SD 23J,1137,Mary Woodward Elementary School,Regular,Elementary,Not Virtual,Public,445.06,8051799.090522768,18091.491238311166,294.25978629810226,17797.231452013064,4687314.907922669,1769158.5630006397,1223811.3566685033,303689.8814877656,67824.3814431898,205682.21806535384,5950059.15,1896057.7224574138,6628103.929352744,923017.5678235253,130963.26048983338,153786.9351636214,0,10245.17962769014,0,205682.21806535384,0,0
23-24,Tigard-Tualatin SD 23J-Durham Elementary School,2242,Tigard-Tualatin SD 23J,1138,Durham Elementary School,Regular,Elementary,Not Virtual,Public,553.3,10868216.893161029,19642.539116502856,1393.9199841457532,18248.619132357104,6975455.395909794,2011724.7681050957,1415592.7613946048,380999.5110636334,84444.45668790033,255704.78419889513,8255327.149999999,2357184.958962133,8640167.47411871,1002409.3532803588,771255.9272278452,185942.5146102362,0,12736.839724983047,0,255704.78419889513,0,0
23-24,Tigard-Tualatin SD 23J-James Templeton Elementary School,2242,Tigard-Tualatin SD 23J,1139,James Templeton Elementary School,Regular,Elementary,Not Virtual,Public,542.46,10545964.284907158,19440.99893984286,1224.1882196146735,18216.810720228186,6128668.957334586,2272409.7774275984,1692993.2334637942,368636.13976464595,83256.17691653427,250695.1332668221,7984265.08,2311004.0716403374,8179743.32605826,1185466.1408011268,664073.1416121759,253499.2377698694,0,12487.305398905302,0,250695.1332668221,0,0
23-24,Tigard-Tualatin SD 23J-Metzger Elementary School,2242,Tigard-Tualatin SD 23J,1140,Metzger Elementary School,Regular,Elementary,Not Virtual,Public,543.72,10995798.826623013,20223.27452847608,945.1174309098294,19278.15709756625,7005969.16473355,2028904.1393329164,1506976.2232970803,371168.9016499526,82780.39760951593,251277.4358659376,8428149.43,2316371.9607570777,8822554.528286688,1144472.9943180855,513879.2495342925,251098.30830666478,0,12516.310311346073,0,251277.4358659376,0,0
23-24,Tigard-Tualatin SD 23J-Edward Byrom Elementary School,2242,Tigard-Tualatin SD 23J,1142,Edward Byrom Elementary School,Regular,Elementary,Not Virtual,Public,404.57,8072047.241971186,19952.16462409765,905.3626167282667,19046.802007369384,4793875.73603059,1729857.5396305413,1210923.2140099679,276319.72503056965,61071.02726951715,186969.97025726913,6161516.24,1723561.031713917,6557049.074964588,793650.3353618919,366282.55384975486,158782.1984692992,0,9313.10906838314,0,186969.97025726913,0,0
23-24,Tigard-Tualatin SD 23J-Tualatin Elementary School,2242,Tigard-Tualatin SD 23J,1143,Tualatin Elementary School,Regular,Elementary,Not Virtual,Public,406.71,8198408.823139386,20157.873726093254,1311.846029295123,18846.02769679813,5020984.411136765,1675365.8757237005,1163393.9740442792,277270.49569291587,61394.06654172409,187958.9603859256,6277771.94,1732677.9227534593,6307392.914304934,996831.270224028,533540.8985746194,163322.40826988823,0,9362.371379988894,0,187958.9603859256,0,0
23-24,Tigard-Tualatin SD 23J-Thomas R Fowler Middle School,2242,Tigard-Tualatin SD 23J,1144,Thomas R Fowler Middle School,Regular,Junior High/Middle School,Not Virtual,Public,750.81,14191229.45649328,18901.225951296976,1290.906042642543,17610.319908654434,8040073.53937743,3415122.9346283874,1903048.6494678892,512172.8329421409,320811.50007743074,346983.0273348499,10645623.55,3198622.879158429,10311359.589544855,2317080.93735537,969225.1658764477,229297.26153282385,0,17283.4748489328,0,346983.0273348499,0,0
23-24,Tigard-Tualatin SD 23J-Twality Middle School,2242,Tigard-Tualatin SD 23J,1145,Twality Middle School,Regular,Junior High/Middle School,Not Virtual,Public,983.03,15902735.05447422,16177.263211167736,776.5171201949693,15400.746090972767,8837189.230478412,3624507.232924367,2299447.0384247936,669841.4629468346,471750.0896998132,454302.32064167707,11260499.37,4187933.363832542,11657476.814692238,2689112.856647553,763339.6246652607,293037.31157618016,0,45466.126251310474,0,454302.32064167707,0,0
23-24,Tigard-Tualatin SD 23J-Tigard High School,2242,Tigard-Tualatin SD 23J,1146,Tigard High School,Regular,High School,Supplemental Virtual,Public,1776.92,32797738.16915723,18457.63352832836,590.4003157270406,17867.233212601317,16795245.368068013,9000246.87983934,5089715.384097418,1207806.665110413,704723.8720420457,821194.5511272381,24406456.69,7570086.928029991,25295268.253761463,4927895.797582749,1049094.129021693,629119.0447956279,0,75166.39286845631,0,821194.5511272381,0,0
23-24,Tigard-Tualatin SD 23J-Hazelbrook Middle School,2242,Tigard-Tualatin SD 23J,1300,Hazelbrook Middle School,Regular,Junior High/Middle School,Not Virtual,Public,809.65,15321103.01487498,18923.118649879554,908.7672415198628,18014.351408359693,8659562.39743695,3615492.6964608543,2125318.2620000755,550172.9484432872,370556.7105338126,374175.634423704,11497632.6,3449294.780451276,11984044.449164491,1960950.780480648,735783.3970965568,247510.7954892061,0,18637.958220373257,0,374175.634423704,0,0
23-24,Tigard-Tualatin SD 23J-Tualatin High School,2242,Tigard-Tualatin SD 23J,1301,Tualatin High School,Regular,High School,Supplemental Virtual,Public,1712.23,32356623.910666194,18897.35836345946,504.80567172987435,18392.552691729587,16450062.334227592,9025435.03130361,4744124.945910689,1169737.9522846288,967263.6469396777,791298.3962567762,24270832.83,7294492.684409422,25069642.37879555,5090731.633128734,864343.4153060428,480419.94334698125,0,60188.143832112284,0,791298.3962567762,0,0
23-24,Tigard-Tualatin SD 23J-Deer Creek Elementary School,2242,Tigard-Tualatin SD 23J,1369,Deer Creek Elementary School,Regular,Elementary,Not Virtual,Public,537.49,9818947.424250174,18268.14903393584,724.1836795463784,17543.96535438946,6006476.619260899,1946991.4249121775,1418874.5380102769,365456.6512170474,81148.19084977327,248398.27301475537,7280718.42,2289830.731235418,7940280.087823902,1043088.7208175674,389241.4859193829,185565.95954139862,0,12372.897133166705,0,248398.27301475537,0,0
23-24,Tigard-Tualatin SD 23J-Creekside Community High School,2242,Tigard-Tualatin SD 23J,2714,Creekside Community High School,Alternative,Combined,Focus Virtual,Public,153.54,4897521.911946402,31897.36819035041,770.036730833672,31127.33145951674,2857342.930187945,1330609.1393194585,580007.1482561497,106302.88116665512,23259.813016194137,70957.73100650345,4172448.5500000003,654115.6309398985,3564537.061549949,1020449.9785665395,118231.43965220198,119811.24541235436,0,3534.4557588539615,0,70957.73100650345,0,0
23-24,Tigard-Tualatin SD 23J-Multi-sensory Instruction Teaching Children Hands-On (MITCH),2242,Tigard-Tualatin SD 23J,3579,Multi-sensory Instruction Teaching Children Hands-On (MITCH),Charter,Elementary,Not Virtual,Public,234.35,1106688.4354053622,4722.374377663163,161.37136675916364,4561.003010903999,219758.43884684658,313577.393659731,379023.8955798403,158952.88795366435,35375.81936528003,108303.66198628425,0,998384.773419078,705797.5172478214,229207.97357085143,37817.37980001,20167.2192841295,0,5394.683516265637,0,108303.66198628425,0,0
23-24,Tigard-Tualatin SD 23J-Alberta Rider Elementary School,2242,Tigard-Tualatin SD 23J,4364,Alberta Rider Elementary School,Regular,Elementary,Not Virtual,Public,390.9,8252508.07422853,21111.558133099337,809.8033698290026,20301.754763270335,4962407.56448787,1793389.2925307823,1170982.7706599513,266159.46584632987,59568.98070359703,180652.44920178584,6406531.93,1665323.6950267446,6860943.368010128,733003.4477612367,316552.1372661571,152358.24320105065,0,8998.428788172552,0,180652.44920178584,0,0
23-24,Tigard-Tualatin SD 23J-Tigard-Tualatin Virtual Academy,2242,Tigard-Tualatin SD 23J,5687,Tigard-Tualatin Virtual Academy,Regular,Combined,NA,Public,98.6,2975110.3736375873,30173.53320119257,19174.943374872753,10998.589826319818,1994735.2526490253,737302.241955833,159469.8361603254,67767.15388193431,15835.888990469855,45567.48910538778,2509484.26,420058.6245322001,909428.5554944962,118710.04299375272,1890649.4167624535,8485.119784148363,0,2269.749497349229,0,45567.48910538778,0,0
23-24,Tigard-Tualatin SD 23J-Art Rutkin Elementary School,2242,Tigard-Tualatin SD 23J,5819,Art Rutkin Elementary School,Regular,Elementary,Not Virtual,Public,110.82,523333.5285326317,4722.374377663163,161.37136675916366,4561.003010903999,103919.90694690649,148285.24329153568,179233.74486092554,75166.02962673387,16728.603806530115,51214.900026968295,0,472118.6285056634,333759.25266227254,108388.42599155859,17883.174864250515,9536.723879100624,0,2551.0511084811515,0,51214.900026968295,0,0
23-24,Beaverton SD 48J-Aloha-Huber Park School,2243,Beaverton SD 48J,1153,Aloha-Huber Park School,Regular,Elementary,Not Virtual,Public,901.6455445544555,16394711.614309818,18183.1005690947,1524.5630306179746,16658.537538476725,10348891.315148123,2478529.3025996913,2551939.390109615,352121.98348762945,663229.6229647597,464279.7927373402,12612125.51,3318306.3115724777,12451447.399396956,1494919.2405801367,1374615.4639491346,564290.7013765015,0,45159.01626974937,0,464279.7927373402,0,0
23-24,Beaverton SD 48J-Barnes Elementary School,2243,Beaverton SD 48J,1154,Barnes Elementary School,Regular,Elementary,Not Virtual,Public,436.51237623762376,8591703.015586037,19682.6103526306,1617.2839859047203,18065.32636672588,5406786.122562983,1280573.8016957778,1445306.0123487273,170472.31549693228,288564.76348161645,224771.11631160264,6760444.98,1606486.9192744342,6484629.083033377,858151.2640355524,705964.475738325,296324.3060919293,0,21862.770375250562,0,224771.11631160264,0,0
23-24,Beaverton SD 48J-Beaver Acres Elementary School,2243,Beaverton SD 48J,1155,Beaver Acres Elementary School,Regular,Elementary,Not Virtual,Public,774.76,14720696.055610277,19000.3304966832,1561.3930968059626,17438.93739987724,9592579.335496362,2214913.6101840446,2098464.315179593,302569.04120974033,512169.7535405353,398943.2592371193,11470420.57,2851332.2263731565,11579575.636645997,1071996.4004762352,1209704.9156813875,421671.9037547618,0,38803.939814774894,0,398943.2592371193,0,0
23-24,Beaverton SD 48J-Bethany Elementary School,2243,Beaverton SD 48J,1156,Bethany Elementary School,Regular,Elementary,Not Virtual,Public,423.12,7120103.628455548,16827.622491150378,633.6004923022871,16194.021998848091,4304794.557647298,1219740.071531665,1150615.3635252072,165242.1559149483,279711.4798364284,217875.04756106396,5345029.33,1557199.2508944836,5686875.796590499,749215.2951101046,268089.04030294373,176856.43715255667,0,21192.011738380344,0,217875.04756106396,0,0
23-24,Beaverton SD 48J-Greenway Elementary School,2243,Beaverton SD 48J,1157,Greenway Elementary School,Regular,Elementary,Not Virtual,Public,280.56,6787336.867058726,24192.10460172058,2953.0144497168476,21239.090152003733,4213228.546880143,1324319.2218664302,954751.7754571566,109567.8277167184,185469.49513827843,144467.3457736153,5610330.71,1032538.8112851114,4917961.006757965,705943.9196050551,828497.7340125588,176414.98245112805,0,14051.87845840421,0,144467.3457736153,0,0
23-24,Beaverton SD 48J-Cedar Mill Elementary School,2243,Beaverton SD 48J,1158,Cedar Mill Elementary School,Regular,Elementary,Not Virtual,Public,338.05,6165715.688221067,18239.064304750973,402.44396161662263,17836.62034313435,3595639.824373155,1190757.8621312615,999438.757394111,132019.54719003654,247859.69713250292,174070.38151828718,4747527.31,1244117.9967027796,4912104.281062625,777804.88104715175,136046.18122449928,148758.69193685427,0,16931.271431649355,0,174070.38151828718,0,0
23-24,Beaverton SD 48J-Chehalem Elementary School,2243,Beaverton SD 48J,1159,Chehalem Elementary School,Regular,Elementary,Not Virtual,Public,398.85,8303359.62135327,20818.251526521923,1806.4486451898679,19011.802881332056,5259891.306428731,1426336.598318455,1197700.449780036,155763.92958658803,263667.33723945805,205377.8188687142,6630102.9,1467878.9024845546,6302174.033157308,834210.656447734,720502.0421339788,221118.62462657693,0,19976.446118956796,0,205377.8188687142,0,0
23-24,Beaverton SD 48J-Cooper Mountain Elementary School,2243,Beaverton SD 48J,1160,Cooper Mountain Elementary School,Regular,Elementary,Not Virtual,Public,404.78,7395099.465214683,18269.428986646286,417.01872039242585,17852.41026625386,4395644.191823297,1372018.585152173,1201769.4243910315,158079.78793546217,267587.4759127186,208431.32386029366,5696965.19,1489702.9513543888,5993547.554152727,802804.5384942052,168800.83764044612,201241.76024582124,0,20273.450821189246,0,208431.32386029366,0,0
23-24,Beaverton SD 48J-Errol Hassell Elementary School,2243,Beaverton SD 48J,1161,Errol Hassell Elementary School,Regular,Elementary,Not Virtual,Public,340.80762376237624,6112434.039735069,17935.144678561785,635.1688038209195,17299.975874740863,3582736.683440983,1157623.9254856221,1013679.615141852,133096.48918213652,225297.32648447482,175490.35081395562,4682676.87,1254266.8189211127,4769959.150332396,761300.2379312337,216470.3707181985,172144.5426181892,0,17069.387321095168,0,175490.35081395562,0,0
23-24,Beaverton SD 48J-Elmonica Elementary School,2243,Beaverton SD 48J,1162,Elmonica Elementary School,Regular,Elementary,Not Virtual,Public,408.9928712871287,7764682.285527794,18984.884164586547,1204.9824926058834,17779.901671980664,4814406.250409255,1327209.170367886,1192969.3390472997,159725.05153462396,270372.47416872915,210600.63642422782,6048874.16,1505207.4891035657,5707645.663101771,1112679.1527200306,492829.2495016016,220443.13083718994,0,20484.452942972945,0,210600.63642422782,0,0
23-24,Beaverton SD 48J-Fir Grove Elementary School,2243,Beaverton SD 48J,1163,Fir Grove Elementary School,Regular,Elementary,Not Virtual,Public,343.53,7147567.170727061,20806.23867122831,1696.2056559180414,19110.03301531027,4369387.607334743,1351236.3496099757,1060737.1431223159,134159.6658665678,232046.4047934587,176892.17027947694,5706389.08,1264285.9204475842,5454867.943415896,722972.0636128621,582697.5289775247,192931.72660691477,0,17205.737834386928,0,176892.17027947694,0,0
23-24,Beaverton SD 48J-Hazeldale Elementary School,2243,Beaverton SD 48J,1164,Hazeldale Elementary School,Regular,Elementary,Not Virtual,Public,431.38574257425745,9590948.336599844,22232.88205902838,2071.0953710947333,20161.786687933647,6138849.347287488,1601345.9715257566,1397107.1145683066,168470.19789643883,285175.7053218523,222131.28469590482,7781197.57,1587619.4819039379,7306402.5571936,887165.1459685958,893441.0146018087,260202.3317755843,0,21606.002364349555,0,222131.28469590482,0,0
23-24,Beaverton SD 48J-Hiteon Elementary School,2243,Beaverton SD 48J,1165,Hiteon Elementary School,Regular,Elementary,Not Virtual,Public,472.11,8527546.254015524,18062.625773687327,450.4674003819353,17612.158373305392,5077645.102517409,1571644.5573130895,1381784.9998983396,184374.3482440117,312097.246042674,243101.2211761531,6546948.96,1737496.072839371,7082820.702099026,746358.3319156066,212670.16439431548,218950.15315369994,0,23645.68127672231,0,243101.2211761531,0,0
23-24,Beaverton SD 48J-Kinnaman Elementary School,2243,Beaverton SD 48J,1166,Kinnaman Elementary School,Regular,Elementary,Not Virtual,Public,479.12,11175419.077129945,23324.885367193907,1391.8848691539558,21933.00049803995,7216117.62375112,2037948.4845988168,1417509.6478280327,187111.98180650885,316731.33914546605,246710.84512066783,9165413.41,1763294.8220092764,8749435.919835601,1212920.142715904,666879.8785090434,275475.5130509854,0,23996.77789774246,0,246710.84512066783,0,0
23-24,Beaverton SD 48J-McKay Elementary School,2243,Beaverton SD 48J,1168,McKay Elementary School,Regular,Elementary,Not Virtual,Public,251.23,6669437.592715511,26547.138449689573,2837.103313008455,23710.03513668112,4123127.6049707667,1398517.8085725096,883598.3289410516,98113.50640601355,166080.34382516996,129364.59680177276,5615476.74,924596.2559137385,4933024.306370842,721818.0045590177,712765.4653271142,159882.33747432596,0,12582.882182438298,0,129364.59680177276,0,0
23-24,Beaverton SD 48J-McKinley Elementary School,2243,Beaverton SD 48J,1169,McKinley Elementary School,Regular,Elementary,Not Virtual,Public,653.2832673267327,12431745.690806266,19029.640452414435,1411.648567147985,17617.99188526645,8112837.483833846,1911739.117335946,1711919.181784877,255128.41632688313,440121.4915247152,336391.8579591112,9691089.76,2404264.0728471563,9992715.029147385,820752.1319420778,922206.3882635363,326960.51919638005,0,32719.76429777742,0,336391.8579591112,0,0
23-24,Beaverton SD 48J-Montclair Elementary School,2243,Beaverton SD 48J,1170,Montclair Elementary School,Regular,Elementary,Not Virtual,Public,281.51,5369047.969920167,19072.31703996365,443.9612223873733,18628.355817576277,3076833.975349761,1073420.5538381052,917641.0964319366,109938.8336916645,191213.51060869958,144956.5244822157,4188056.3699999996,1036035.0754379515,4296752.089446944,640587.8740644393,124979.52371426945,147672.49889940495,0,14099.459312893387,0,144956.5244822157,0,0
23-24,Beaverton SD 48J-Oak Hills Elementary School,2243,Beaverton SD 48J,1171,Oak Hills Elementary School,Regular,Elementary,Not Virtual,Public,503.45,8865541.246412946,17609.57641555854,806.2896170658468,16803.286798492692,5407286.865294083,1618094.5017260276,1310731.0934242427,196613.64009118147,332815.1458774104,259238.96931040284,6753466.29,1852835.9871025423,7080312.959754411,883015.8879757094,405926.5077118005,211831.57303685634,0,25215.348623765323,0,259238.96931040284,0,0
23-24,Beaverton SD 48J-Raleigh Hills Elementary School,2243,Beaverton SD 48J,1172,Raleigh Hills Elementary School,Regular,Elementary,Not Virtual,Public,271.73,5543019.014462388,20398.995379466338,1026.5181069669627,19372.477272499375,3251401.2224730584,1091043.5358560204,914822.5747126217,106119.42481274555,179632.25660794266,139920.5584084135,4403056.5,1000041.9560539753,4307747.532290925,645429.1786825693,278935.7652061328,157376.35293714365,0,13609.626937204788,0,139920.5584084135,0,0
23-24,Beaverton SD 48J-Raleigh Park Elementary School,2243,Beaverton SD 48J,1173,Raleigh Park Elementary School,Regular,Elementary,Not Virtual,Public,306.52,6803209.257251358,22194.993009432852,1266.5350318630828,20928.457977569768,4228787.263902557,1348961.4253239883,903123.6696732522,119706.05414787753,202630.84420368227,157834.79764231734,5517295.63,1128078.82960904,5401144.442869444,683175.0440951722,388218.3179666721,157484.5667640425,0,15352.087913708501,0,157834.79764231734,0,0
23-24,Beaverton SD 48J-Ridgewood Elementary School,2243,Beaverton SD 48J,1174,Ridgewood Elementary School,Regular,Elementary,Not Virtual,Public,376.73,7289021.890726882,19348.132324813214,545.647902589572,18802.484422223642,4603998.780167722,1194198.91535693,1094654.3540304198,147125.3483594216,249044.4928123882,193987.6788326707,5708563.06,1386471.1518942115,5787720.262125492,936664.6241934432,205561.9343425695,146218.82774669756,0,18868.56348600876,0,193987.6788326707,0,0
23-24,Beaverton SD 48J-Rock Creek Elementary School,2243,Beaverton SD 48J,1175,Rock Creek Elementary School,Regular,Elementary,Not Virtual,Public,421.49,7825128.787545918,18565.396065258767,510.1784515684539,18055.217613690314,5034391.522167848,1186473.2152013178,1161024.5249053212,164605.5877684618,278633.93750296894,217035.71988209692,6056892.67,1551200.3976638208,6431843.560397828,761138.645879793,215035.11555158763,178965.3728255131,0,21110.37300909891,0,217035.71988209692,0,0
23-24,Beaverton SD 48J-Terra Linda Elementary School,2243,Beaverton SD 48J,1176,Terra Linda Elementary School,Regular,Elementary,Not Virtual,Public,286.22,6160706.17610689,21524.37347532279,811.3300777966635,20713.043397526126,3724143.330814922,1216812.141087146,918761.316738478,111778.24226218685,189211.14520415617,147381.821026961,4959955.17,1053369.185079928,4969415.338568095,625605.95196307,232218.89486696105,171748.8095008621,0,14335.360180939739,0,147381.821026961,0,0
23-24,Beaverton SD 48J-Vose Elementary School,2243,Beaverton SD 48J,1177,Vose Elementary School,Regular,Elementary,Not Virtual,Public,714.25,13083063.811351568,18317.205196152,1505.0135010177162,16812.191695134286,8223375.448342037,2037977.1129145203,2029453.453407022,278937.9132686987,513319.88341928774,367785.1501240545,10086640.06,2628638.601227512,10330637.765898477,909775.5769632544,1074955.8931019038,364136.13545451313,0,35773.28980936415,0,367785.1501240545,0,0
23-24,Beaverton SD 48J-West Tualatin View Elementary School,2243,Beaverton SD 48J,1178,West Tualatin View Elementary School,Regular,Elementary,Not Virtual,Public,289.55,5604204.982136992,19354.878197675676,468.72931183709517,18886.148885838582,3309186.6788189528,1065104.3983141747,925422.6844711282,113078.71583752429,191412.50469521142,149096.52113184458,4389483.95,1065624.511005147,4453859.528519992,704197.8081207004,135720.5722424309,146828.40852482224,0,14502.143597201806,0,149096.52113184458,0,0
23-24,Beaverton SD 48J-William Walker Elementary School,2243,Beaverton SD 48J,1179,William Walker Elementary School,Regular,Elementary,Not Virtual,Public,516.0918811881188,11843559.104451228,22948.547605875192,1861.3071637890064,21087.240442086186,7878463.982851799,1820749.949071454,1601622.1650681032,201550.70688628778,341172.3005735841,265748.5894302806,9678448.89,1899361.6250209475,9336150.170321057,950049.1397253227,960605.5156287903,305157.17071224365,0,25848.51863353518,0,265748.5894302806,0,0
23-24,Beaverton SD 48J-Cedar Park Middle School,2243,Beaverton SD 48J,1180,Cedar Park Middle School,Regular,Junior High/Middle School,Not Virtual,Public,649.36,11900636.17790011,18326.715809258516,1046.0231382524116,17280.692671006105,6250183.537506735,2913105.2199229584,1998640.3565086229,253596.25251685295,485110.81144494045,334371.66970186355,9176439.15,2389825.358198246,9798864.191700714,701679.9918375344,679245.5850555861,353951.4725822088,0,32523.2670222033,0,334371.66970186355,0,0
23-24,Beaverton SD 48J-Five Oaks Middle School,2243,Beaverton SD 48J,1181,Five Oaks Middle School,Regular,Junior High/Middle School,Not Virtual,Public,789.1914851485149,13922330.725573577,17641.258157966047,945.7494057426771,16695.50875222337,7782320.533422849,3059156.2231822093,2174788.362479436,308205.0067017879,597860.599787294,406374.3910983158,10611512.23,2904444.1044752607,11463434.41085551,874504.8912829999,746377.3780963888,392112.91190462594,0,39526.742335737246,0,406374.3910983158,0,0
23-24,Beaverton SD 48J-Meadow Park Middle School,2243,Beaverton SD 48J,1182,Meadow Park Middle School,Regular,Junior High/Middle School,Not Virtual,Public,699.0624752475247,13047091.231764507,18663.698444326852,1174.571467883047,17489.126976443804,7312916.586063909,2858786.3414884545,2056698.2616607565,273006.6896604773,545683.3528909098,359964.7146027357,10114382.23,2572744.2871617717,10824330.187985677,675127.5002521795,821098.8376934413,331557.3702687925,0,35012.6209616817,0,359964.7146027357,0,0
23-24,Beaverton SD 48J-Mountain View Middle School,2243,Beaverton SD 48J,1183,Mountain View Middle School,Regular,Junior High/Middle School,Not Virtual,Public,827.0424752475247,14731444.723245746,17812.198483320684,1103.5897430771543,16708.60874024353,8047519.058002606,3360668.610051563,2408826.269926393,322987.0524747973,591443.7327903854,425864.81052555895,11261833.64,3043746.2727201856,12017828.05181261,892435.492580576,912715.5927723096,441178.26221666596,0,41422.513338023906,0,425864.81052555895,0,0
23-24,Beaverton SD 48J-Highland Park Middle School,2243,Beaverton SD 48J,1184,Highland Park Middle School,Regular,Junior High/Middle School,Not Virtual,Public,652.61,11614261.167689249,17796.63377467285,1071.0457972132406,16725.58797745961,6270658.851744903,2657984.44193132,1960118.2651065546,254865.48348377386,470634.12542269705,336045.1758102334,8876429.73,2401786.2618790152,9541597.693005117,691444.2291985851,698975.1977193329,313512.82832631405,0,32686.043629666277,0,336045.1758102334,0,0
