Address,CaseNumber,CouncilDistrict,CrimeAgainst,CustomCrimeAgainst,CustomCrimeCategory,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseCount,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,ReportMonthYear
5300 BLOCK OF NE 33RD AVE,26-902935,2,Property,Property,Larceny: Shoplifting,Concordia,1/29/2026,1203,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/31/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-903140,2,Property,Property,Larceny: Shoplifting,Concordia,1/30/2026,1524,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/30/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-903141,2,Property,Property,Larceny: Shoplifting,Concordia,1/29/2026,1509,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/30/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-903158,2,Property,Property,Larceny: Shoplifting,Concordia,1/28/2026,1607,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/31/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-903159,2,Property,Property,Larceny: Shoplifting,Concordia,1/30/2026,2019,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/30/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-903160,2,Property,Property,Larceny: Shoplifting,Concordia,1/30/2026,1934,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/30/2026,January 2026
5300 BLOCK OF NE 33RD AVE,26-903161,2,Property,Property,Larceny: Shoplifting,Concordia,1/30/2026,1515,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,1/30/2026,January 2026
5300 BLOCK OF NE 148TH AVE,26-5477,1,Property,Property,Larceny: Other,Wilkes,1/6/2026,200,Larceny Offenses,1,Theft From Building,45.561211376,-122.510196848,7687291,697110,1/6/2026,January 2026
5300 BLOCK OF NE CLEVELAND AVE,26-902526,2,Property,Property,Larceny: Car Prowl - Car Parts,Humboldt,1/30/2026,0,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.561903601,-122.665917988,7647427,698393,1/30/2026,January 2026
5300 BLOCK OF NE CULLY BLVD,26-9967,1,Property,Property,Larceny: Shoplifting,Cully,1/11/2026,1358,Larceny Offenses,1,Shoplifting,45.561466153,-122.595356212,7665489,697757,1/11/2026,January 2026
5300 BLOCK OF NE DAVIS ST,26-902199,3,Property,Property,Larceny: Car Prowl - Other,North Tabor,1/26/2026,1300,Larceny Offenses,1,Theft From Motor Vehicle,45.524318551,-122.608528322,7661763,684305,1/26/2026,January 2026
5300 BLOCK OF NE LOMBARD ST,26-4410,2,Property,Property,Burglary,Cully,1/5/2026,1542,Burglary,1,Burglary,45.568331869,-122.607894644,7662344,700343,1/5/2026,January 2026
5300 BLOCK OF NE MALLORY AVE,26-3997,2,Property,Property,Motor Vehicle Theft,King,1/4/2026,2100,Motor Vehicle Theft,1,Motor Vehicle Theft,45.561899905,-122.663636864,7648011,698376,1/5/2026,January 2026
5300 BLOCK OF NE PRESCOTT ST,26-16895,2,Property,Property,Larceny: Other,Cully,1/10/2026,247,Larceny Offenses,1,All Other Larceny,45.555454363,-122.607998174,7662195,695650,1/18/2026,January 2026
5300 BLOCK OF NE PRESCOTT ST,26-25116,2,Person,Person,Assault: Simple/Intimidation,Cully,1/26/2026,1612,Assault Offenses,1,Simple Assault,45.555454363,-122.607998174,7662195,695650,1/26/2026,January 2026
5300 BLOCK OF NE SKIDMORE ST,26-28488,2,Property,Property,Motor Vehicle Theft,Cully,1/26/2026,0,Motor Vehicle Theft,1,Motor Vehicle Theft,45.553949733,-122.607911039,7662203,695101,1/29/2026,January 2026
5300 BLOCK OF SE 28TH AVE,26-16430,4,Property,Property,Larceny: Other,Reed,1/17/2026,1000,Larceny Offenses,1,All Other Larceny,45.484189582,-122.637505108,7653952,669874,1/17/2026,January 2026
5300 BLOCK OF SE 28TH AVE,26-23339,4,Property,Property,Larceny: Other,Reed,1/22/2026,1130,Larceny Offenses,1,All Other Larceny,45.484189582,-122.637505108,7653952,669874,1/24/2026,January 2026
5300 BLOCK OF SE 122ND AVE,26-901651,1,Property,Property,Larceny: Car Prowl - Other,Powellhurst-Gilbert,1/20/2026,900,Larceny Offenses,1,Theft From Motor Vehicle,45.484039525,-122.537861309,7679498,669159,1/20/2026,January 2026
5300 BLOCK OF SW HUMPHREY BLVD,26-902422,4,Property,Property,Fraud,Southwest Hills,1/13/2026,55,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.507651183,-122.731683140,7630043,679078,1/28/2026,January 2026
5400 BLOCK OF E BURNSIDE ST,26-901744,3,Property,Property,Larceny: Shoplifting,North Tabor,1/20/2026,437,Larceny Offenses,1,Shoplifting,45.522926230,-122.607852130,7661923,683793,1/23/2026,January 2026
5400 BLOCK OF N HAIGHT AVE,26-2376,2,Property,Property,Larceny: Car Prowl - Other,Humboldt,12/20/2025,1200,Larceny Offenses,1,Theft From Motor Vehicle,45.562452920,-122.670106482,7646360,698622,1/3/2026,January 2026
5400 BLOCK OF N LOMBARD ST,26-7839,2,Property,Property,Larceny: Other,University Park,1/8/2026,2055,Larceny Offenses,1,All Other Larceny,45.582857956,-122.725214014,7632456,706443,1/9/2026,January 2026
5400 BLOCK OF NE 29TH AVE,26-900538,2,Property,Property,Vandalism,Concordia,1/6/2026,200,Vandalism,1,Vandalism,45.562412660,-122.635917373,7655113,698374,1/6/2026,January 2026
5400 BLOCK OF NE 35TH AVE,26-4727,2,Property,Property,Vandalism,Concordia,1/5/2026,2201,Vandalism,1,Vandalism,45.562384370,-122.628565624,7656995,698314,1/5/2026,January 2026
5400 BLOCK OF NE 53RD AVE,26-25801,2,Property,Property,Motor Vehicle Theft,Cully,12/27/2025,2359,Motor Vehicle Theft,1,Motor Vehicle Theft,45.562458816,-122.608441981,7662148,698206,1/27/2026,January 2026
5400 BLOCK OF NE KILLINGSWORTH ST,26-900686,2,Property,Property,Larceny: Other,Cully,1/7/2026,1200,Larceny Offenses,1,All Other Larceny,45.562793908,-122.606774948,7662578,698317,1/8/2026,January 2026
5400 BLOCK OF NE MARTIN LUTHER KING JR BLVD,26-901859,2,Property,Property,Fraud,King,1/10/2026,1150,Fraud Offenses,1,Identity Theft,45.562274760,-122.661502961,7648561,698498,1/21/2026,January 2026
5400 BLOCK OF NE PRESCOTT ST,26-902141,2,Property,Property,Larceny: Other,Cully,1/23/2026,1649,Larceny Offenses,1,All Other Larceny,45.555536641,-122.607251417,7662387,695675,1/23/2026,January 2026
5400 BLOCK OF NE SANDY BLVD,26-15788,3,Person,Person,Assault: Simple/Intimidation,Rose City Park,1/16/2026,2158,Assault Offenses,1,Simple Assault,45.541179318,-122.607108819,7662287,690441,1/17/2026,January 2026
5400 BLOCK OF NE SANDY BLVD,26-15788,3,Property,Property,Vandalism,Rose City Park,1/16/2026,2158,Vandalism,1,Vandalism,45.541179318,-122.607108819,7662287,690441,1/17/2026,January 2026
5400 BLOCK OF S MACADAM AVE,26-25786,4,Property,Property,Burglary,South Portland,1/26/2026,1710,Burglary,1,Burglary,45.484061803,-122.674702609,7644414,670082,1/27/2026,January 2026
5400 BLOCK OF SE 28TH AVE,26-13995,4,Property,Property,Burglary,Reed,1/15/2026,1104,Burglary,1,Burglary,45.483191225,-122.637487051,7653947,669510,1/15/2026,January 2026
5400 BLOCK OF SE 28TH AVE,26-357681,4,Property,Property,Burglary,Reed,12/22/2025,1238,Burglary,1,Burglary,45.483190805,-122.637362224,7653979,669509,1/21/2026,January 2026
5400 BLOCK OF SE 82ND AVE,26-6162,1,Property,Property,Larceny: Shoplifting,Lents,1/7/2026,1147,Larceny Offenses,1,Shoplifting,45.483169790,-122.578880209,7668973,669110,1/7/2026,January 2026
5400 BLOCK OF SE 82ND AVE,26-901036,1,Property,Property,Larceny: Shoplifting,Lents,1/12/2026,1443,Larceny Offenses,1,Shoplifting,45.483169790,-122.578880209,7668973,669110,1/12/2026,January 2026
5400 BLOCK OF SE 82ND AVE,26-901354,1,Property,Property,Larceny: Shoplifting,Lents,1/15/2026,1312,Larceny Offenses,1,Shoplifting,45.483169790,-122.578880209,7668973,669110,1/15/2026,January 2026
5400 BLOCK OF SE 82ND AVE,26-901717,1,Property,Property,Larceny: Shoplifting,Lents,1/21/2026,1700,Larceny Offenses,1,Shoplifting,45.483169790,-122.578880209,7668973,669110,1/21/2026,January 2026
5400 BLOCK OF SE 82ND AVE,26-901962,1,Property,Property,Larceny: Shoplifting,Lents,1/23/2026,1740,Larceny Offenses,1,Shoplifting,45.483169790,-122.578880209,7668973,669110,1/23/2026,January 2026
5400 BLOCK OF SE 122ND AVE,26-902120,1,Property,Property,Larceny: Other,Powellhurst-Gilbert,1/23/2026,1812,Larceny Offenses,1,Theft From Building,45.483496479,-122.538005643,7679456,668962,1/24/2026,January 2026
5400 BLOCK OF SE 134TH AVE,26-X6138784,1,Person,Person,Homicide,Powellhurst-Gilbert,1/26/2026,239,Homicide Offenses,1,Murder and Non-negligent Manslaughter,45.483790784,-122.525714790,7682610,668990,1/26/2026,January 2026
5400 BLOCK OF SE LAFAYETTE ST,26-3337,3,Property,Property,Motor Vehicle Theft,Foster-Powell,1/4/2026,400,Motor Vehicle Theft,1,Motor Vehicle Theft,45.496866000,-122.606729063,7661963,674287,1/4/2026,January 2026
5400 BLOCK OF SE MILWAUKIE AVE,26-14955,4,Property,Property,Larceny: Car Prowl - Car Parts,Sellwood-Moreland,1/16/2026,500,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.483336385,-122.649552440,7650855,669645,1/16/2026,January 2026
5400 BLOCK OF SE MILWAUKIE AVE,26-26125,4,Property,Property,Larceny: Car Prowl - Other,Sellwood-Moreland,1/26/2026,1600,Larceny Offenses,1,Theft From Motor Vehicle,45.483336385,-122.649552440,7650855,669645,1/27/2026,January 2026
5400 BLOCK OF SE SCHILLER ST,26-6466,3,Property,Property,Larceny: Other,Woodstock,1/6/2026,704,Larceny Offenses,1,All Other Larceny,45.487844329,-122.606612964,7661907,670998,1/7/2026,January 2026
5400 BLOCK OF SE WOODSTOCK BLVD,26-350,3,Property,Property,Robbery,Woodstock,1/1/2026,1000,Robbery,1,Robbery,45.479119846,-122.607046124,7661713,667821,1/1/2026,January 2026
5500 BLOCK OF E BURNSIDE ST,26-8543,3,Property,Property,Robbery,Mt Tabor,1/9/2026,2303,Robbery,1,Robbery,45.522841238,-122.606951278,7662153,683756,1/9/2026,January 2026
5500 BLOCK OF N INTERSTATE AVE,26-15455,2,Property,Property,Larceny: Other,Overlook,1/16/2026,1603,Larceny Offenses,1,All Other Larceny,45.563011823,-122.682036896,7643311,698908,1/16/2026,January 2026
5500 BLOCK OF NE 35TH AVE,26-901664,2,Property,Property,Larceny: Car Prowl - Other,Concordia,1/19/2026,2030,Larceny Offenses,1,Theft From Motor Vehicle,45.563018563,-122.628690968,7656969,698546,1/21/2026,January 2026
5500 BLOCK OF NE 72ND AVE,26-12615,2,Person,Person,Assault: Aggravated,Cully,1/14/2026,2,Assault Offenses,1,Aggravated Assault,45.563028500,-122.588953756,7667143,698284,1/14/2026,January 2026
5500 BLOCK OF NE COURIER CT,26-901096,1,Property,Property,Larceny: Other,Other,11/14/2025,1107,Larceny Offenses,1,All Other Larceny,45.581567845,-122.606491614,7662829,705158,1/13/2026,January 2026
5500 BLOCK OF NE GLISAN ST,26-4495,3,Property,Property,Fraud,North Tabor,1/5/2026,1723,Fraud Offenses,1,Identity Theft,45.526537938,-122.606893301,7662203,685103,1/5/2026,January 2026
5500 BLOCK OF NE MARTIN LUTHER KING JR BLVD,26-18927,2,Property,Property,Robbery,King,1/20/2026,1023,Robbery,1,Robbery,45.563067907,-122.661490213,7648572,698787,1/20/2026,January 2026
5500 BLOCK OF NE MARTIN LUTHER KING JR BLVD,26-900573,2,Property,Property,Larceny: Car Prowl - Car Parts,King,1/5/2026,330,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.563067513,-122.661365210,7648604,698786,1/7/2026,January 2026
5500 BLOCK OF S MACADAM AVE,26-1102,4,Property,Property,Burglary,South Portland,1/2/2026,535,Burglary,1,Burglary,45.483493868,-122.674267427,7644520,669872,1/2/2026,January 2026
5500 BLOCK OF SE 26TH AVE,26-19006,4,Property,Property,Burglary,Reed,1/16/2026,2345,Burglary,1,Burglary,45.482754436,-122.639873216,7653331,669367,1/20/2026,January 2026
5500 BLOCK OF SE 26TH AVE,26-19146,4,Property,Property,Burglary,Reed,1/19/2026,159,Burglary,1,Burglary,45.482754436,-122.639873216,7653331,669367,1/20/2026,January 2026
5500 BLOCK OF SE 61ST AVE,26-9142,3,Property,Property,Arson,Mt Scott-Arleta,1/10/2026,1537,Arson,1,Arson,45.482743558,-122.600791855,7663351,669100,1/10/2026,January 2026
5500 BLOCK OF SE 82ND AVE,26-7582,1,Property,Property,Motor Vehicle Theft,Lents,1/8/2026,2010,Motor Vehicle Theft,1,Motor Vehicle Theft,45.482577209,-122.578878029,7668968,668894,1/8/2026,January 2026
5500 BLOCK OF SE 87TH CT,26-30278,1,Property,Property,Vandalism,Lents,1/31/2026,400,Vandalism,1,Vandalism,45.482575208,-122.572918409,7670496,668854,1/31/2026,January 2026
5500 BLOCK OF SE 89TH AVE,26-28399,1,Property,Property,Larceny: Other,Lents,1/29/2026,1904,Larceny Offenses,1,All Other Larceny,45.482650727,-122.570861844,7671024,668868,1/29/2026,January 2026
5500 BLOCK OF SE 133RD AVE,26-18154,1,Property,Property,Larceny: Car Prowl - Other,Powellhurst-Gilbert,1/16/2026,900,Larceny Offenses,1,Theft From Motor Vehicle,45.482885949,-122.526150553,7682490,668663,1/19/2026,January 2026
5500 BLOCK OF SE RURAL ST,26-18037,3,Property,Property,Motor Vehicle Theft,Brentwood-Darlington,1/18/2026,1800,Motor Vehicle Theft,1,Motor Vehicle Theft,45.471814625,-122.606088958,7661889,665152,1/19/2026,January 2026
5600 BLOCK OF N FESSENDEN ST,26-2270,2,Property,Property,Motor Vehicle Theft,Portsmouth,1/2/2026,1900,Motor Vehicle Theft,1,Motor Vehicle Theft,45.591268118,-122.724461544,7632733,709503,1/3/2026,January 2026
5600 BLOCK OF NE 34TH AVE,26-900257,2,Property,Property,Larceny: Car Prowl - Other,Concordia,1/2/2026,2200,Larceny Offenses,1,Theft From Motor Vehicle,45.563597466,-122.629579789,7656747,698763,1/3/2026,January 2026
5600 BLOCK OF NE CHURCH ST,26-2349,2,Property,Property,Vandalism,Cully,1/3/2026,1236,Vandalism,1,Vandalism,45.563754871,-122.605088154,7663019,698656,1/3/2026,January 2026
5600 BLOCK OF NE GLISAN ST,26-16196,3,Person,Person,Assault: Simple/Intimidation,North Tabor,1/17/2026,1157,Assault Offenses,1,Simple Assault,45.526535381,-122.605835416,7662474,685095,1/17/2026,January 2026
5600 BLOCK OF NE GOING ST,26-900482,2,Property,Property,Larceny: Other,Cully,1/2/2026,1800,Larceny Offenses,1,All Other Larceny,45.556652215,-122.605062886,7662958,696067,1/5/2026,January 2026
5600 BLOCK OF NE MARTIN LUTHER KING JR BLVD,26-6402,2,Property,Property,Larceny: Other,King,10/15/2025,1200,Larceny Offenses,1,All Other Larceny,45.563632736,-122.661363307,7648610,698992,1/7/2026,January 2026
5600 BLOCK OF NE RODNEY AVE,26-24849,2,Property,Property,Motor Vehicle Theft,King,1/25/2026,2000,Motor Vehicle Theft,1,Motor Vehicle Theft,45.563591894,-122.664701300,7647755,699000,1/26/2026,January 2026
5600 BLOCK OF SE 122ND AVE,26-4206,1,Property,Property,Motor Vehicle Theft,Powellhurst-Gilbert,1/4/2026,2200,Motor Vehicle Theft,1,Motor Vehicle Theft,45.481569272,-122.537764915,7679500,668258,1/5/2026,January 2026
5600 BLOCK OF SE KNAPP ST,26-11550,3,Property,Property,Burglary,Brentwood-Darlington,1/13/2026,17,Burglary,1,Burglary,45.469976047,-122.605209749,7662097,664476,1/13/2026,January 2026
5600 BLOCK OF SE TOLMAN ST,26-8947,3,Property,Property,Motor Vehicle Theft,Woodstock,1/8/2026,1000,Motor Vehicle Theft,1,Motor Vehicle Theft,45.477446606,-122.605080923,7662201,667198,1/10/2026,January 2026
5700 BLOCK OF N COMMERCIAL AVE,26-901260,2,Property,Property,Larceny: Car Prowl - Other,Humboldt,1/12/2026,120,Larceny Offenses,1,Theft From Motor Vehicle,45.564007177,-122.671197101,7646096,699196,1/14/2026,January 2026
5700 BLOCK OF N DEPAUW ST,26-757,2,Property,Property,Motor Vehicle Theft,University Park,1/1/2026,1100,Motor Vehicle Theft,1,Motor Vehicle Theft,45.581527907,-122.728865881,7631508,705984,1/1/2026,January 2026
5700 BLOCK OF NE 33RD AVE,26-901510,2,Property,Property,Larceny: Other,Concordia,1/16/2026,1157,Larceny Offenses,1,All Other Larceny,45.564267337,-122.630593128,7656494,699014,1/16/2026,January 2026
5700 BLOCK OF NE 33RD AVE,26-902053,2,Property,Property,Larceny: Car Prowl - Other,Concordia,1/24/2026,2330,Larceny Offenses,1,Theft From Motor Vehicle,45.564267337,-122.630593128,7656494,699014,1/25/2026,January 2026
5700 BLOCK OF NE CLEVELAND AVE,26-18908,2,Property,Property,Motor Vehicle Theft,Humboldt,1/19/2026,1830,Motor Vehicle Theft,1,Motor Vehicle Theft,45.564513342,-122.665888719,7647460,699344,1/20/2026,January 2026
5700 BLOCK OF NE COLUMBIA BLVD,26-902498,2,Property,Property,Larceny: Other,Cully,1/21/2026,1255,Larceny Offenses,1,All Other Larceny,45.569260637,-122.603620589,7663447,700653,1/29/2026,January 2026
5700 BLOCK OF NE MARTIN LUTHER KING JR BLVD,26-17828,2,Property,Property,Burglary,King,1/19/2026,511,Burglary,1,Burglary,45.564453620,-122.661480510,7648588,699292,1/19/2026,January 2026
5700 BLOCK OF NE PRESCOTT ST,26-19032,2,Property,Property,Vandalism,Cully,1/19/2026,2000,Vandalism,1,Vandalism,45.555521981,-122.603857186,7663256,695647,1/20/2026,January 2026
5700 BLOCK OF NE SANDY BLVD,26-901505,3,Property,Property,Larceny: Other,Rose City Park,1/16/2026,1155,Larceny Offenses,1,All Other Larceny,45.542396460,-122.604018791,7663090,690864,1/16/2026,January 2026
5700 BLOCK OF SE 49TH AVE,26-900854,3,Property,Property,Larceny: Car Prowl - Other,Woodstock,1/9/2026,2025,Larceny Offenses,1,Theft From Motor Vehicle,45.480960167,-122.612457585,7660343,668528,1/10/2026,January 2026
5700 BLOCK OF SE 72ND AVE,26-26253,3,Person,Person,Assault: Simple/Intimidation,Mt Scott-Arleta,1/27/2026,1849,Assault Offenses,1,Simple Assault,45.481372445,-122.589325368,7666278,668524,1/27/2026,January 2026
5700 BLOCK OF SE DIVISION ST,26-901270,3,Property,Property,Larceny: Car Prowl - Other,Mt Tabor,1/7/2026,500,Larceny Offenses,1,Theft From Motor Vehicle,45.505387925,-122.604321687,7662661,677377,1/14/2026,January 2026
5700 BLOCK OF SW MULTNOMAH BLVD,26-10876,4,Property,Property,Larceny: Other,Maplewood,1/9/2026,1430,Larceny Offenses,1,Theft From Building,45.467563015,-122.737424252,7628167,664508,1/12/2026,January 2026
5800 BLOCK OF N ALBINA AVE,26-902118,2,Property,Property,Larceny: Other,Humboldt,1/24/2026,2355,Larceny Offenses,1,All Other Larceny,45.565180927,-122.674999618,7645134,699650,1/25/2026,January 2026
5800 BLOCK OF N HOUGHTON ST,26-14223,2,Property,Property,Motor Vehicle Theft,Portsmouth,1/15/2026,0,Motor Vehicle Theft,1,Motor Vehicle Theft,45.586573798,-122.725875612,7632324,707802,1/15/2026,January 2026
5800 BLOCK OF N MARYLAND AVE,26-900289,2,Property,Property,Larceny: Car Prowl - Car Parts,Overlook,12/30/2025,2215,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.565152736,-122.681123197,7643566,699682,1/1/2026,January 2026
5800 BLOCK OF N MOORE AVE,26-18564,2,Society,Society,Weapon Law Violations,Humboldt,1/19/2026,2100,Weapon Law Violations,1,Weapons Law Violations,45.565471272,-122.667905651,7646953,699707,1/20/2026,January 2026
5800 BLOCK OF N OMAHA AVE,26-901151,2,Property,Property,Larceny: Other,Overlook,12/10/2025,2100,Larceny Offenses,1,All Other Larceny,45.565441196,-122.690485400,7641172,699852,1/13/2026,January 2026
5800 BLOCK OF N OMAHA AVE,26-901849,2,Property,Property,Fraud,Overlook,1/13/2026,1255,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.565441196,-122.690485400,7641172,699852,1/21/2026,January 2026
5800 BLOCK OF NE 122ND AVE,26-4349,1,Property,Property,Burglary,Parkrose,1/2/2026,2300,Burglary,1,Burglary,45.565220895,-122.533840354,7681274,698723,1/5/2026,January 2026
5800 BLOCK OF NE CENTER COMMONS WAY,26-364,3,Property,Property,Motor Vehicle Theft,North Tabor,12/31/2025,2300,Motor Vehicle Theft,1,Motor Vehicle Theft,45.527768503,-122.603070730,7663194,685526,1/1/2026,January 2026
5800 BLOCK OF NE GLISAN ST,26-10857,3,Person,Person,Assault: Simple/Intimidation,North Tabor,1/12/2026,1109,Assault Offenses,1,Simple Assault,45.526529322,-122.603469802,7663080,685077,1/12/2026,January 2026
5800 BLOCK OF NE GLISAN ST,26-41545,3,Property,Property,Larceny: Other,North Tabor,1/31/2026,1007,Larceny Offenses,1,All Other Larceny,45.526529322,-122.603469802,7663080,685077,1/31/2026,January 2026
5800 BLOCK OF NE GLISAN ST,26-901212,3,Property,Property,Vandalism,North Tabor,1/13/2026,1700,Vandalism,1,Vandalism,45.526529322,-122.603469802,7663080,685077,1/14/2026,January 2026
5800 BLOCK OF NE GLISAN ST,26-901255,3,Property,Property,Larceny: Other,North Tabor,1/14/2026,1800,Larceny Offenses,1,All Other Larceny,45.526529322,-122.603469802,7663080,685077,1/15/2026,January 2026
5800 BLOCK OF NE MILTON ST,26-30274,2,Property,Property,Larceny: Car Prowl - Car Parts,Cully,9/1/2025,1200,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.548903308,-122.603170581,7663369,693230,1/31/2026,January 2026
5800 BLOCK OF NE PRESCOTT ST,26-9646,2,Property,Property,Burglary,Cully,1/11/2026,300,Burglary,1,Burglary,45.555425719,-122.602670321,7663559,695604,1/11/2026,January 2026
5800 BLOCK OF NE PRESCOTT ST,26-10838,2,Property,Property,Robbery,Cully,1/12/2026,1029,Robbery,1,Robbery,45.555425719,-122.602670321,7663559,695604,1/12/2026,January 2026
5800 BLOCK OF NE PRESCOTT ST,26-28529,2,Property,Property,Motor Vehicle Theft,Cully,1/24/2026,830,Motor Vehicle Theft,1,Motor Vehicle Theft,45.555425719,-122.602670321,7663559,695604,1/29/2026,January 2026
5800 BLOCK OF NE WYGANT ST,26-1841,2,Society,Society,Drug Offenses,Cully,1/2/2026,2158,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.557925566,-122.602645793,7663589,696515,1/3/2026,January 2026
5800 BLOCK OF S MACADAM AVE,26-901518,4,Property,Property,Larceny: Car Prowl - Other,South Portland,1/17/2026,830,Larceny Offenses,1,Theft From Motor Vehicle,45.481433309,-122.673545032,7644685,669116,1/17/2026,January 2026
5800 BLOCK OF SE 72ND AVE,26-15259,3,Property,Property,Motor Vehicle Theft,Mt Scott-Arleta,12/25/2025,900,Motor Vehicle Theft,1,Motor Vehicle Theft,45.480592997,-122.589339609,7666267,668240,1/16/2026,January 2026
5800 BLOCK OF SE 122ND AVE,26-900491,1,Property,Property,Burglary,Powellhurst-Gilbert,1/4/2026,1840,Burglary,1,Burglary,45.480289922,-122.537348533,7679595,667789,1/5/2026,January 2026
5800 BLOCK OF SE 122ND AVE,26-901855,1,Property,Property,Burglary,Powellhurst-Gilbert,1/11/2026,0,Burglary,1,Burglary,45.480289922,-122.537348533,7679595,667789,1/21/2026,January 2026
5800 BLOCK OF SE 122ND AVE,26-902003,1,Property,Property,Burglary,Powellhurst-Gilbert,1/19/2026,1000,Burglary,1,Burglary,45.480289922,-122.537348533,7679595,667789,1/20/2026,January 2026
5800 BLOCK OF SE 122ND AVE,26-902591,1,Property,Property,Burglary,Powellhurst-Gilbert,1/29/2026,1330,Burglary,1,Burglary,45.480289922,-122.537348533,7679595,667789,1/29/2026,January 2026
5800 BLOCK OF SE LIEBE ST,26-901327,3,Property,Property,Larceny: Car Prowl - Other,Woodstock,1/16/2026,135,Larceny Offenses,1,Theft From Motor Vehicle,45.487312397,-122.603601489,7662674,670784,1/16/2026,January 2026
5800 BLOCK OF SE MITCHELL ST,26-902536,3,Property,Property,Larceny: Car Prowl - Other,Woodstock,1/29/2026,1900,Larceny Offenses,1,Theft From Motor Vehicle,45.485369094,-122.603346218,7662721,670074,1/30/2026,January 2026
5800 BLOCK OF SE OGDEN ST,26-11464,3,Property,Property,Motor Vehicle Theft,Brentwood-Darlington,1/7/2026,2000,Motor Vehicle Theft,1,Motor Vehicle Theft,45.471277137,-122.603530472,7662540,664939,1/12/2026,January 2026
5900 BLOCK OF NE GLISAN ST,26-900261,3,Property,Property,Larceny: Other,North Tabor,1/3/2026,2215,Larceny Offenses,1,All Other Larceny,45.526530176,-122.602673565,7663284,685072,1/5/2026,January 2026
5900 BLOCK OF NE MARTIN LUTHER KING JR BLVD,26-5663,2,Property,Property,Vandalism,King,1/6/2026,2050,Vandalism,1,Vandalism,45.565970684,-122.661343004,7648638,699844,1/6/2026,January 2026
5900 BLOCK OF NE MARTIN LUTHER KING JR BLVD,26-6515,2,Person,Person,Assault: Simple/Intimidation,King,1/7/2026,1852,Assault Offenses,1,Simple Assault,45.565970684,-122.661343004,7648638,699844,1/7/2026,January 2026
5900 BLOCK OF NE MARTIN LUTHER KING JR BLVD,26-11245,2,Property,Property,Larceny: Car Prowl - Other,King,1/12/2026,1700,Larceny Offenses,1,Theft From Motor Vehicle,45.565970684,-122.661343004,7648638,699844,1/12/2026,January 2026
5900 BLOCK OF NE MARTIN LUTHER KING JR BLVD,26-20281,2,Property,Property,Larceny: Other,King,1/20/2026,1710,Larceny Offenses,1,Pocket-Picking,45.565970684,-122.661343004,7648638,699844,1/21/2026,January 2026
5900 BLOCK OF NE SANDY BLVD,26-23231,3,Property,Property,Robbery,Rose City Park,1/24/2026,1238,Robbery,1,Robbery,45.543266852,-122.602032466,7663607,691168,1/24/2026,January 2026
5900 BLOCK OF NE WIN SIVERS DR,26-900306,1,Property,Property,Vandalism,Parkrose,1/1/2026,700,Vandalism,1,Vandalism,45.566443581,-122.537766691,7680280,699194,1/1/2026,January 2026
5900 BLOCK OF SE 82ND AVE,26-19426,1,Property,Property,Vandalism,Lents,1/15/2026,1200,Vandalism,1,Vandalism,45.479815996,-122.578940811,7668926,667888,1/20/2026,January 2026
5900 BLOCK OF SE 92ND AVE,26-11711,1,Property,Property,Motor Vehicle Theft,Lents,1/12/2026,2100,Motor Vehicle Theft,1,Motor Vehicle Theft,45.479469223,-122.568671094,7671556,667694,1/13/2026,January 2026
6000 BLOCK OF N INTERSTATE AVE,26-19811,2,Person,Person,Assault: Simple/Intimidation,Arbor Lodge,1/20/2026,801,Assault Offenses,1,Simple Assault,45.566775652,-122.682349623,7643268,700282,1/21/2026,January 2026
6000 BLOCK OF N INTERSTATE AVE,26-902134,2,Property,Property,Larceny: Other,Arbor Lodge,1/25/2026,1510,Larceny Offenses,1,Theft From Building,45.566775652,-122.682349623,7643268,700282,1/26/2026,January 2026
6000 BLOCK OF NE 24TH AVE,26-900662,2,Property,Property,Larceny: Car Prowl - Other,Concordia,12/22/2025,0,Larceny Offenses,1,Theft From Motor Vehicle,45.566954964,-122.641287410,7653782,700066,1/8/2026,January 2026
